form	lemma	POS	morph
;	;	PONfbl	_
fort	fǫrt	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
li	lo3	DETdef	NOMB.=s|GENRE=m|CAS=n
promet	promẹtre	ADJqua	NOMB.=s|GENRE=m|CAS=n
et	e	CONcoo	MORPH=empty
assegura	asegurar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
qu	que2	CONsub	MORPH=empty
il	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
li	lo3	DETdef	NOMB.=s|GENRE=m|CAS=n
dara	dar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
tal	tal	ADVgen	NOMB.=s|GENRE=m|CAS=r
aventura	aventura	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
que	que2	CONsub	MORPH=empty
mout	mọlt 	ADVgen	DEGRE=-
sera	ęser	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
valent	valẹn	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
e	e	CONcoo	MORPH=empty
bona	bọṉ	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
fort	fǫrt	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
lo	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
presica	prezicar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
el	e+lo3	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
sarmona	sermonar 	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
mostra	mostrar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
li	lo3	DETdef	NOMB.=s|GENRE=m|CAS=n
es	ęser	PRE.DETdef	DEGRE=-
ben	bẹṉ	ADVgen	DEGRE=p
artos	artọs	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
sobre	sọbre	NOMcom	NOMB.=s|GENRE=m|CAS=n
totz	tọt	PROind	NOMB.=s|GENRE=m|CAS=n
homes	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
ginos	ginhọs	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
:	:	PONfbl	_
«	«	PONpga	MORPH=empty
saps	saber	PRE	MORPH=empty
pron	prọ	NOMcom	NOMB.=s|GENRE=m|CAS=r
d'	de	PRE	MORPH=empty
agur	aür	ADJqua	NOMB.=s|GENRE=f|CAS=r
e	e	CONcoo	MORPH=empty
pron	prọ	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
sort	sǫrt	VERppe	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
ancar	ancar	ADVgen	MORPH=empty
non	nọṉ	NOMcom	MORPH=empty
saps	saber	PRE	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ric	ric	NOMcom	NOMB.=s|GENRE=m|CAS=r
deport	depǫrt	VERppe	NOMB.=s|GENRE=m|CAS=n
qu	que	CONsub	MORPH=empty
eu	eu	PRE.DETdef	NOMB.=s|GENRE=n|CAS=r
t'	te	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
ai	avẹr	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	ẹn	PRE	MORPH=empty
una	uṉ	NOMpro	NOMB.=s|GENRE=f|CAS=n
tor	tọr	ADVgen	DEGRE=-
servat	servar 	VERcjg	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
a	a2	PRE	MORPH=empty
ton	ton2	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r
obs	ǫps	NOMcom	NOMB.=s|GENRE=m|CAS=n
lo	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ten	tenẹr	ADVgen	PERS.=2|NOMB.=s|GENRE=m|CAS=r
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
serrat	serrar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
.	.	PONfrt	_
ss	uṉ	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
fols	fǫl	NOMcom	NOMB.=s|GENRE=m|CAS=n
gelos	gelọs	VERppe	NOMB.=s|GENRE=m|CAS=n
clau	claure	NOMpro	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
rescon	rescọndre	NOMcom	NOMB.=p|GENRE=m|CAS=n
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
plus	plus	ADVgen	DEGRE=-
bella	bęl	ADVgen	DEGRE=-
dona	dọmna	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
del	de+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
mon	mọn2	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
meillor	melhọr	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=c
ad	ab	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ops	ǫps	NOMcom	MORPH=empty
d'	de	PRE	MORPH=empty
amar	amar	NOMpro	MORPH=empty
;	;	PONfbl	_
e	e	CONcoo	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
sols	sọl2	ADVgen	DEGRE=-
deus	devẹr	NOMpro	NOMB.=s|GENRE=m|CAS=n
la	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
desliurar	deliurar	VERinf	MORPH=empty
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
es	ęser	PRE.DETdef	DEGRE=-
cavalliers	cavalier	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
clercs	clẹrc	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
per	per	NOMcom	MORPH=empty
zo	so	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
t'	te	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
a	avẹr	PRE	MORPH=empty
obs	ǫps	NOMcom	NOMB.=s|GENRE=m|CAS=n
ades	ades	ADVgen	DEGRE=-
encercs	encercar	VERppe	NOMB.=s|GENRE=m|CAS=n
»	»	PONpdr	MORPH=empty
cella	cẹl2	PROdem	NOMB.=s|GENRE=m|CAS=n
nug	nǫch	ADJqua	NOMB.=s|GENRE=m|CAS=r
jac	jazẹr	ADVgen	DEGRE=-
ad	a2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	uṉ	DETndf	NOMB.=s|GENRE=m|CAS=r
repaire	repaire	VERinf	MORPH=empty
pres	pręs	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
Borbo	Borbo	NOMpro	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
xv	quinze	ADJord	NOMB.=p|GENRE=m|CAS=n
legas	lęga	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
.	.	PONfrt	_
amors	amọr	NOMcom	NOMB.=s|GENRE=m|CAS=n
no	nọṉ	NOMcom	MORPH=empty
l	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
tenc	tenẹr	ADVgen	DEGRE=-
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
pas	patz	NOMcom	MORPH=empty
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
tregas	tręu2	NOMcom	NOMB.=s|GENRE=m|CAS=n
que	que2	CONsub	MORPH=empty
daus	deves	NOMcom	NOMB.=s|GENRE=m|CAS=n
totaz	tọt	NOMpro	NOMB.=s|GENRE=m|CAS=n
partz	part3	VERppe	NOMB.=s|GENRE=m|CAS=n
non	nọṉ	NOMcom	MORPH=empty
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
assaila	asalhir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
:	:	PONfbl	_
veilant	velhar 	VERppa	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
dormen	dormir	ADJqua	NOMB.=p|GENRE=m|CAS=n
trebaila	trebalhar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
;	;	PONfbl	_
a	a2	PRE	MORPH=empty
lui	lui	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
non	nọṉ	NOMcom	MORPH=empty
cal	calẹr	NOMcom	NOMB.=s|GENRE=m|CAS=r
si	si	ADVgen	DEGRE=-
s	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
dorm	dormir	ADJqua	NOMB.=s|GENRE=m|CAS=n
o	o	PROrel	MORPH=empty
veilla	velhar 	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
ades	ades	ADVgen	DEGRE=-
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
es	ęser	PRE.DETdef	DEGRE=-
amors	amọr	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
aureilla	aurẹlha	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
et	e	CONcoo	MORPH=empty
es	ęser	PRE.DETdef	DEGRE=-
li	lo2	DETdef	NOMB.=s|GENRE=m|CAS=n
vejaire	vejaire	NOMcom	NOMB.=s|GENRE=m|CAS=n
que	que2	CONsub	MORPH=empty
-l	el2	DETdef	NOMB.=s|GENRE=f|CAS=n
diga	dire	ADVgen	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ques	que2	DETint	NOMB.=s|GENRE=m|CAS=n
leve	levar	VERcjg	NOMB.=s|GENRE=f|CAS=r
sus	sus	ADVgen	DEGRE=-
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
trop	trǫp2	ADVgen	DEGRE=-
si	sẹ	ADVgen	DEGRE=-
triga	trigar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
ben	bẹṉ	ADVgen	DEGRE=p
fa	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
parer	parẹr	VERinf	MORPH=empty
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
aia	avẹr	VERcjg	MORPH=empty
trobat	trobar	VERppe	NOMB.=s|GENRE=m|CAS=n
solet	solẹt	VERcjg	NOMB.=p|GENRE=m|CAS=n
quant	can	CONsub	MORPH=empty
tan	tan	ADVgen	DEGRE=-
fort	fǫrt	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
combat	combatre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	_
si	si	ADVgen	DEGRE=-
fos	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=n
en	ẹn	PRE	MORPH=empty
un	uṉ	DETndf	NOMB.=s|GENRE=m|CAS=r
tornei	tornẹi	VERppe	NOMB.=s|GENRE=m|CAS=n
armatz	armar	VERppe	NOMB.=s|GENRE=m|CAS=n
on	ọn	PROind	NOMB.=s|GENRE=n|CAS=n
agues	avẹr	NOMpro	NOMB.=s|GENRE=m|CAS=n
mil	mil	VERppe	NOMB.=s|GENRE=m|CAS=n
colps	cǫlp	NOMcom	NOMB.=s|GENRE=m|CAS=n
pres	prẹndre	ADVgen	DEGRE=-
e	e	CONcoo	MORPH=empty
datz	dar	NOMcom	MODE=imp|PERS.=2|NOMB.=p
ja	ja	ADVgen	DEGRE=-
,	,	PONfbl	_
fe	fẹ	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
us	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
dei	devẹr	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
tant	tan	ADVgen	DEGRE=-
no	nọṉ	NOMcom	MORPH=empty
il	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
sovengra	sovenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
d'	de	PRE	MORPH=empty
amor	amọr	NOMcom	NOMB.=s|GENRE=f|CAS=r
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
cor	cǫr	NOMcom	MORPH=empty
non	nọṉ	NOMcom	MORPH=empty
la	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
tengra	tenẹr	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
qu'	que2	CONsub	MORPH=empty
ausit	auzir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ai	avẹr	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dir	dire	ADVgen	MORPH=empty
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
sai	saber	VERcjg	MODE=imp|PERS.=2|NOMB.=s
qu'	que2	CONsub	MORPH=empty
es	ęser	PRE.DETdef	DEGRE=-
vers	vẹr	PRE	MORPH=empty
,	,	PONfbl	_
que	que2	CONsub	MORPH=empty
trop	trǫp2	ADVgen	DEGRE=-
aizes	aise	VERcjg	MODE=imp|PERS.=2|NOMB.=p
e	e	CONcoo	MORPH=empty
trop	trǫp2	ADVgen	DEGRE=-
lezers	lezẹr	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
adus	aduire	NOMcom	NOMB.=s|GENRE=m|CAS=n
amor	amọr	NOMcom	NOMB.=s|GENRE=f|CAS=r
mais	mais	CONcoo	MORPH=empty
c'	que2	CONsub	NOMB.=s|GENRE=n|CAS=n
autra	autre	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
res	rẹṉ	ADVgen	DEGRE=-
;	;	PONfbl	_
e	e	CONcoo	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
dopta	doptar 	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
qu'	que2	CONsub	MORPH=empty
aissi	aissi	ADVgen	DEGRE=-
non	nọṉ	NOMcom	MORPH=empty
es	ęser	PRE.DETdef	DEGRE=-
per	per	NOMcom	MORPH=empty
Egisteu	Egisteu	NOMpro	NOMB.=s|GENRE=m|CAS=n
pot	podẹr	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
saber	saber	VERinf	MORPH=empty
,	,	PONfbl	_
quar	car3	CONcoo	MORPH=empty
cel	cẹl2	PROdem	NOMB.=s|GENRE=m|CAS=r
ne	ẹn3	CONcoo	MORPH=empty
saup	saber	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
diso	dire	VERcjg	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
ver	vẹr	ADVgen	MORPH=empty
.	.	PONfrt	_
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
-s	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
tol	tǫlre	ADVgen	NOMB.=s|GENRE=m|CAS=r
repaus	repaus	VERppe	NOMB.=p|GENRE=m|CAS=n
amor	amọr	NOMcom	NOMB.=s|GENRE=f|CAS=r
si	sẹ	ADVgen	DEGRE=-
tol	tǫlre	ADVgen	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	_
per	per	NOMcom	MORPH=empty
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
tenc	tenẹr	ADVgen	DEGRE=-
ben	bẹṉ	ADVgen	DEGRE=p
cellui	celui	PROdem	NOMB.=s|GENRE=m|CAS=r
per	per	NOMcom	MORPH=empty
fol	fǫl	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
que	que	CONsub	MORPH=empty
vol	volẹr	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
repausar	repauzar	VERinf	MORPH=empty
e	e	CONcoo	MORPH=empty
jasser	jazẹr	VERinf	MORPH=empty
e	e	CONcoo	MORPH=empty
sojornar	sojornar 	VERinf	MORPH=empty
a	a2	PRE	MORPH=empty
som	sọṉ2	PRE	MORPH=empty
plazer	plazẹr2	NOMcom	NOMB.=s|GENRE=m|CAS=n
si	si	ADVgen	DEGRE=-
d'	de	PRE	MORPH=empty
amor	amọr	NOMcom	NOMB.=s|GENRE=f|CAS=r
si	sẹ	ADVgen	DEGRE=-
cuja	cuidar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
defendre	defẹndre	VERinf	MORPH=empty
;	;	PONfbl	_
mais	mais	CONcoo	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
la	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
vol	volẹr	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
aucir	aucire	VERinf	MORPH=empty
o	o	PROrel	MORPH=empty
pendre	pẹndre	VERinf	MORPH=empty
o	o	PROrel	MORPH=empty
tener	tenẹr	VERinf	MORPH=empty
captiva	caitiu	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
enclausa	enclaure	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
tolla	tǫlre	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
se	sẹ	CONsub	MORPH=empty
aisin'	aisina	ADVgen	NOMB.=s|GENRE=f|CAS=r
e	e	CONcoo	MORPH=empty
pausa	pauzar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
;	;	PONfbl	_
proverbis	provęrbi	VERppe	NOMB.=s|GENRE=m|CAS=n
es	ęser	PRE.DETdef	DEGRE=-
:	:	PONfbl	_
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
trop	trǫp2	ADVgen	DEGRE=-
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
azaisa	adaisar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
greu	gręu	NOMcom	NOMB.=s|GENRE=m|CAS=n
er	ęser	ADVgen	DEGRE=-
si	si	ADVgen	DEGRE=-
per	per	NOMcom	MORPH=empty
amor	amọr	NOMcom	NOMB.=s|GENRE=f|CAS=r
nos	nos	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
laiza	laisar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
mout	mọlt 	ADVgen	DEGRE=-
es	ęser	PRE.DETdef	DEGRE=-
Guillems	Guillems	NOMpro	NOMB.=s|GENRE=m|CAS=n
en	ẹn	PRE	MORPH=empty
greu	gręu	NOMcom	NOMB.=s|GENRE=m|CAS=n
torment	tormẹn	ADVgen	DEGRE=-
,	,	PONfbl	_
amors	amọr	NOMcom	NOMB.=s|GENRE=m|CAS=n
lo	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
pais	paiser	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
bel	bęl	ADVgen	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
nient	niẹn	PROind	NOMB.=s|GENRE=n|CAS=r
,	,	PONfbl	_
plaser	plazẹr2	VERinf	MORPH=empty
li	lo3	DETdef	NOMB.=s|GENRE=m|CAS=n
fai	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
qu'	que	CONsub	MORPH=empty
anc	anc	ADVgen	DEGRE=-
non	nọṉ	NOMcom	MORPH=empty
vi	vezẹr	VERcjg	MODE=imp|PERS.=2|NOMB.=s
.	.	PONfrt	_
ben	bẹṉ	ADVgen	DEGRE=p
volgr	volẹr	NOMcom	NOMB.=s|GENRE=m|CAS=n
aver	avẹr	VERinf	MORPH=empty
un	uṉ	DETndf	NOMB.=s|GENRE=m|CAS=r
bon	bọṉ	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
devi	deviṉ	ADVgen	NOMB.=s|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
l	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
disses	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
avenra	avenir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
;	;	PONfbl	_
de	de	PRE	MORPH=empty
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
autra	autre	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
part	part3	VERcjg	NOMB.=s|GENRE=f|CAS=r
non	nọṉ	NOMcom	MORPH=empty
o	ọ2	PROrel	MORPH=empty
vol	volẹr	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ja	ja	ADVgen	DEGRE=-
:	:	PONfbl	_
mais	mais	CONcoo	MORPH=empty
vol	volẹr	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
estar	estar	VERinf	MORPH=empty
ad	a2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aventura	aventura	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
esperansa	esperansa	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
trop	trǫp2	ADVgen	DEGRE=-
segura	segur	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
non	nọṉ	NOMcom	MORPH=empty
a	avẹr	PRE	MORPH=empty
tan	tan	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
bona	bọṉ	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
sabor	sabọr	NOMcom	NOMB.=s|GENRE=m|CAS=n
con	cọm	NOMcom	MORPH=empty
cil	cẹl2	PROdem	NOMB.=s|GENRE=m|CAS=n
ques	que +se	DETint	NOMB.=s|GENRE=m|CAS=n
mescla	mesclar 	ADVgen	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ab	ab	NOMcom	MORPH=empty
paor	paọr	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	_
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
matinet	matinẹt	VERcjg	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	_
quan	can	CONsub	MORPH=empty
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
alba	alba	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
par	parẹr	PRE	MORPH=empty
,	,	PONfbl	_
guillems	Guillems	NOMcom	NOMB.=s|GENRE=m|CAS=n
nos	Nọṉ + sẹ	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
fes	faire	VERcjg	NOMB.=p|GENRE=f|CAS=r
gaire	gaire	VERinf	MORPH=empty
sonar	sonar	VERinf	MORPH=empty
,	,	PONfbl	_
ans	anz	NOMcom	DEGRE=-
si	sẹ	ADVgen	DEGRE=-
levet	levar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
per	per	NOMcom	MORPH=empty
si	sẹ	ADVgen	DEGRE=-
meteis	mezẹis	VERppe	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
ges	gẹns	NOMcom	MORPH=empty
le	lo2	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r
jorns	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
el	ẹn+lo2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
lieg	lęch	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
non	nọṉ	NOMcom	MORPH=empty
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
ateis	atẹnher	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
siei	siei	VERppe	NOMB.=s|GENRE=m|CAS=n
donzel	donsęl	VERppe	NOMB.=s|GENRE=m|CAS=r
si	sẹ	ADVgen	DEGRE=-
foron	ęser	NOMcom	NOMB.=p|GENRE=m|CAS=n
levat	levar	VERcjg	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
ensellat	enselar	ADVgen	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
agron	avẹr	NOMcom	NOMB.=p|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
trossat	trosar 	VERcjg	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
no	nọṉ	NOMcom	MORPH=empty
i	i	PROadv	MORPH=empty
hac	avẹr	NOMcom	NOMB.=s|GENRE=m|CAS=r
ren	rẹṉ	NOMcom	MODE=imp|PERS.=2|NOMB.=s
mais	mais	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
anar	anar	VERinf	MORPH=empty
.	.	PONfrt	_
guillems	Guillems	NOMcom	NOMB.=s|GENRE=m|CAS=n
vai	anar	VERcjg	MODE=imp|PERS.=2|NOMB.=s
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
mostier	mostier	NOMcom	NOMB.=s|GENRE=m|CAS=n
orar	orar 	VERinf	MORPH=empty
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
diz	dire	NOMcom	NOMB.=s|GENRE=m|CAS=n
soven	sovẹn	NOMcom	NOMB.=s|GENRE=m|CAS=r
en	ẹn	PRE	MORPH=empty
s'	sos	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
orason	orazọṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
bels	bęl	ADJqua	NOMB.=s|GENRE=m|CAS=n
sener	senhọr	VERinf	MORPH=empty
deus	dęu	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
vollas	volẹr	ADJqua	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
mom	mon	VERppe	MORPH=empty
pro	prọ2	PRE	DEGRE=-
;	;	PONfbl	_
garas	gardar	NOMcom	NOMB.=s|GENRE=m|CAS=n
mi	mi	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
mal	mal	ADVgen	DEGRE=-
e	e	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
enug	enọi	ADVgen	DEGRE=-
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
das	dar	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
mi	mi	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
bon	bọṉ	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
alberg	alberc	NOMpro	NOMB.=s|GENRE=m|CAS=n
anug	anǫch	ADJqua	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	_
»	»	PONpdr	MORPH=empty
a	a2	PRE	MORPH=empty
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
ostal	ostal	NOMpro	NOMB.=s|GENRE=m|CAS=n
torna	tornar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
comjat	comjat	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
