form	lemma	POS	morph
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
IX	@num@	ADJord	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
vi	viṉ	VERcjg	MODE=imp|PERS.=2|NOMB.=s
donat	donar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
al	a2+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
bailiu	bailiu	ADVgen	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
a	a2	PRE	MORPH=empty
mosen	mossenher	NOMcom	NOMB.=s|GENRE=m|CAS=n
P	P	PRE	MORPH=empty
Malhart	Malhart	NOMpro	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mart	martz2	VERppe	NOMB.=s|GENRE=m|CAS=n
apres	apręs	ADVgen	DEGRE=-
Saint_Lhaunart	Sanh_Leonard	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
a	a2	PRE	MORPH=empty
Vacheir	Vacheir	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
que	que2	CONsub	MORPH=empty
fos	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=n
en	ab	PRE	MORPH=empty
nos	nọs	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
quomtra	cọntra	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cleirs	clẹrc	ADJqua	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dumini	domini	ADJqua	NOMB.=s|GENRE=m|CAS=r
apres	apręs	ADVgen	DEGRE=-
Saint_Giraut	Saint_Giraut	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XV	@num@	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
au	a2+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
segreta	sagrestaṉ	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
per	pẹr	NOMcom	MORPH=empty
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
lugeir	loguier	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
III	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
vi	viṉ	VERcjg	MODE=imp|PERS.=2|NOMB.=s
donat	donar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
al	a2+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
bailiu	bailiu	ADVgen	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mart	martz2	VERppe	NOMB.=s|GENRE=m|CAS=n
avant	avan	ADVgen	DEGRE=-
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
festa	fęsta	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
setembre	septembre	NOMcom	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
V	@num@	PROper	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
una	uṉ	NOMpro	NOMB.=s|GENRE=f|CAS=n
letra	lẹtra	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
dal	da+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
bailiu	bailiu	ADVgen	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
fosa	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
guges	jutge	NOMcom	NOMB.=s|GENRE=m|CAS=n
Jo	Jo	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Borseirs	Borseir	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
P	P	PRE	MORPH=empty
Imbert	Imbert	NOMcom	NOMB.=s|GENRE=m|CAS=r
daur	del	ADJqua	DEGRE=-
arairages	areiratges	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
I	uṉ	PROcar	NOMB.=s|GENRE=m|CAS=r
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
anar	anar	VERinf	MORPH=empty
a	a2	PRE	MORPH=empty
Riom	Riom	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
reteneir	retenẹr	NOMpro	NOMB.=s|GENRE=m|CAS=n
quoseil	consẹlh	VERppe	NOMB.=s|GENRE=m|CAS=r
a	a2	PRE	MORPH=empty
respondre	respondre	VERinf	NOMB.=s|GENRE=m|CAS=n
davant	davan	ADVgen	DEGRE=-
mosen	mossenher	NOMcom	NOMB.=s|GENRE=m|CAS=n
P	P	PRE	MORPH=empty
Malhart	Malhart	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
fait	fach	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
d	de	PRE	MORPH=empty
Erbeirs	Erbers	NOMpro	NOMB.=s|GENRE=m|CAS=n
E	e	CONcoo	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lai	lai	ADVgen	NOMB.=s|GENRE=f|CAS=r
en	ẹn	PRE	MORPH=empty
me	me	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
D	D	PRE	MORPH=empty
Quostans	Costans	NOMcom	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XVIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
rosi	rociṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
III	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
despendemes	despẹndre	VERppe	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n
gornada	jornada	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
en	ẹn	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
rosi	rociṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
anesmes	anar	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
Riom	Riom	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
enpetrar	impetrar	VERinf	NOMB.=s|GENRE=m|CAS=n
una	uṉ	NOMpro	NOMB.=s|GENRE=f|CAS=n
letra	lẹtra	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
nos	nọs	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
gardes	gardar	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
forsa	forsa	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a2	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
mairo	maizọṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
P	P	PRE	MORPH=empty
Brus	Brus	ADJqua	NOMB.=s|GENRE=m|CAS=n
Soma	sọma	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
XI	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
IIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
al	a2+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
sen	senhọr	PRE	MORPH=empty
Giraut	Giraut	NOMpro	NOMB.=s|GENRE=m|CAS=n
Roc	Roc	NOMcom	NOMB.=s|GENRE=m|CAS=r
que	que2	CONsub	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
quomtra	cọntra	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Tomas	Tomas	NOMpro	NOMB.=s|GENRE=m|CAS=n
Toeil	Toel	PROind	NOMB.=s|GENRE=m|CAS=n
en	ẹn	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
sala	sala	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
W	W	CONcoo	MORPH=empty
Malneir	Malneir	NOMpro	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
sapte	sabde	VERppe	NOMB.=s|GENRE=f|CAS=n
apres	apręs	ADVgen	DEGRE=-
Saint_Antoni	Saint_Antoni	NOMpro	NOMB.=p|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XVIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
I	uṉ	PROcar	NOMB.=s|GENRE=m|CAS=r
ajornament	ajornamen	ADVgen	NOMB.=s|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
enpenat	empenar	VERcjg	NOMB.=p|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
Riom	Riom	NOMpro	NOMB.=s|GENRE=m|CAS=n
quomtra	cọntra	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Tomas	Tomas	NOMpro	NOMB.=s|GENRE=m|CAS=n
Toeil	Toel	PROind	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
gios	jǫus	NOMcom	NOMB.=s|GENRE=m|CAS=n
avant	avan	ADVgen	DEGRE=-
Nostra_Dona	Nostra_Dona	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
feureir	febrier	VERinf	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
a	a2	PRE	MORPH=empty
Giraut	Giraut	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Rodelhac	Rodalhac	NOMpro	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
lh	lo3	ADVgen	DEGRE=-
agornet	ajornar2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XV	@num@	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
gornada	jornada	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
W	W	CONcoo	MORPH=empty
Salamo	Salamo	NOMpro	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
Wmet	Wmet	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Tucarela	Tucarela	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
lor	lor	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
rosi	rociṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
quant	can	CONsub	MORPH=empty
aneront	anar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
quere	quęrre	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
agornament	ajornamen	NOMcom	NOMB.=s|GENRE=m|CAS=r
desus	desus	ADVgen	DEGRE=-
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
lai	lai	ADVgen	NOMB.=s|GENRE=f|CAS=r
despenderont	despẹndre	VERcjg	NOMB.=x|GENRE=x|CAS=x
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
X	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
a	a2	PRE	MORPH=empty
mosen	mossenher	NOMcom	NOMB.=s|GENRE=m|CAS=n
P	P	PRE	MORPH=empty
Malhart	Malhart	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
fait	fach	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
d	de	PRE	MORPH=empty
Erbeirs	Erbers	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
al	a2+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
cleirs	clẹrc	ADJqua	NOMB.=s|GENRE=m|CAS=n
mosen	mossenher	NOMcom	NOMB.=s|GENRE=m|CAS=n
P	P	PRE	MORPH=empty
Malhart	Malhart	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XV	@num@	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
a	a2	PRE	MORPH=empty
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
escudier	escudier	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
a	a2	PRE	MORPH=empty
sos	sọṉ2	PRE	MORPH=empty
valet	vaslet	VERcjg	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XVIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
despendet	despẹndre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
D	D	PRE	MORPH=empty
Ainart	Ainart	NOMpro	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
W	Wmet	CONcoo	MORPH=empty
Tucarela	Tucarela	NOMpro	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
aneront	anar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
claure	claure	NOMpro	NOMB.=s|GENRE=f|CAS=n
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
enquesta	enquęsta	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
d	de	PRE	MORPH=empty
Erbeirs	Erbers	NOMpro	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mecre	męrcres	NOMcom	MORPH=empty
e	e	CONcoo	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
gios	jǫus	NOMcom	NOMB.=s|GENRE=m|CAS=n
avant	avan	ADVgen	DEGRE=-
Nostra_Dona	Nostra_Dona	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
feureir	febrier	VERinf	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
gornadas	jornada	NOMpro	NOMB.=p|GENRE=m|CAS=n
W	Wmet	CONcoo	MORPH=empty
Tucarela	Tucarela	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
rosi	rociṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
X	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Baltalmeu	Sanh_Bertomieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
Patriarcha	Patriarcha	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
venre	vẹnre	NOMcom	NOMB.=s|GENRE=f|CAS=r
apres	apręs	ADVgen	DEGRE=-
Saint_Blai	Sanh_Blasi	NOMpro	NOMB.=p|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
W	Wmet	CONcoo	MORPH=empty
Tucarela	Tucarela	NOMpro	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
B	B	ADVgen	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Testa	Testa	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
despenderont	despẹndre	VERcjg	NOMB.=x|GENRE=x|CAS=x
per	pẹr	NOMcom	MORPH=empty
portar	portar	VERinf	MORPH=empty
L	@num@	DETdef	NOMB.=s|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
a	a2	PRE	MORPH=empty
mosen	mossenher	NOMcom	NOMB.=s|GENRE=m|CAS=n
P	P	PRE	MORPH=empty
Malhart	Malhart	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
V	@num@	PROper	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
a	a2	PRE	MORPH=empty
W	Wmet	CONcoo	MORPH=empty
Tucarela	Tucarela	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
rosi	rociṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
sas	sọṉ2	PRE	MORPH=empty
gornadas	jornada	NOMpro	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
jorns	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXXIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
chas	chas	NOMcom	NOMB.=s|GENRE=m|CAS=n
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
Gaita	Gaita	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
pagat	pagar	ADJqua	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
nostres	nǫstre	ADVgen	DEGRE=-
ansestres	ancesọr2	NOMcom	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
en	ẹn	PRE	MORPH=empty
vi	viṉ	VERcjg	MODE=imp|PERS.=2|NOMB.=s
donat	donar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
al	a2+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
bailiu	bailiu	ADVgen	NOMB.=s|GENRE=m|CAS=n
avant	avan	ADVgen	DEGRE=-
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
Macdalena	Magdalena	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
V	@num@	PROper	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	ẹn	PRE	MORPH=empty
pa	paṉ	PRE	MORPH=empty
al	a2+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
bailiu	bailiu	ADVgen	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VI	@num@	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
nos	nọs	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
quotet	costar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
li	lo2	DETdef	NOMB.=s|GENRE=m|CAS=n
asolvesio	absolvecioṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
li	lo2	DETdef	NOMB.=s|GENRE=m|CAS=n
despens	despẹns	VERcjg	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
fei	faire	NOMcom	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
enqontra	cọntra	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
nos	nọs	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
XII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
nos	nọs	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
pretet	prestar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	ẹn	PRE	MORPH=empty
Fransa	Fransa	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a2	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
at	at	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
bara	barra	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
£	liura	CONcoo	MORPH=empty
XV	@num@	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
tornes	tornes	NOMcom	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
XII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
samanas	semana	NOMcom	NOMB.=p|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
en	ẹn2	PRE	MORPH=empty
W	Wmet	CONcoo	MORPH=empty
Tucarela	Tucarela	NOMpro	NOMB.=s|GENRE=m|CAS=n
despendet	despẹndre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	ẹn	PRE	MORPH=empty
Fransa	Fransa	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
fait	fach	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
d	de	PRE	MORPH=empty
Erbeirs	Erbers	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
tengui	tener	VERppe	NOMB.=s|GENRE=m|CAS=r
rosi	rociṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
en	ẹn	PRE	MORPH=empty
me	me	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
III	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
samanas	semana	NOMcom	NOMB.=p|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
tornes	tornes	NOMcom	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
I	uṉ	PROcar	NOMB.=s|GENRE=m|CAS=r
prezent	prezẹn2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
donat	donar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
al	a2+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
